@relation qqqq

@attribute first_person numeric
@attribute second_person numeric
@attribute third_person numeric
@attribute conjunct numeric
@attribute past_tense_verb numeric
@attribute furture_tense_verb numeric
@attribute commas numeric
@attribute colons_semicolons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute avg_sentence_len numeric
@attribute avg_token_len numeric
@attribute count_sentences numeric
@attribute class {../qqqq.twt} 

@data
127,0,132,0,0,0,0,1,0,0,0,4,1,2,0,130,27,7,0,2,../qqqq.twt
226,0,227,1,0,0,0,1,0,0,0,6,0,4,0,225,49,9,0,3,../qqqq.twt
126,0,126,0,0,0,1,1,0,0,0,10,2,1,0,129,24,13,0,1,../qqqq.twt
77,0,79,0,0,0,1,0,0,0,0,6,0,0,0,79,15,8,0,1,../qqqq.twt
111,0,112,0,0,0,0,2,0,0,0,8,0,0,0,112,21,9,0,1,../qqqq.twt
158,0,161,1,0,0,0,2,0,0,0,8,0,0,0,161,32,16,0,1,../qqqq.twt
121,0,118,0,2,0,0,0,0,0,0,2,0,1,0,123,24,6,0,2,../qqqq.twt
236,0,238,0,0,1,0,2,0,0,1,14,1,1,1,240,50,9,0,3,../qqqq.twt
84,0,86,0,0,0,0,1,0,0,0,5,0,0,0,86,18,8,0,1,../qqqq.twt
235,0,235,1,1,0,0,1,0,0,1,9,1,1,0,234,50,6,0,4,../qqqq.twt
94,0,96,0,0,0,0,1,0,0,0,4,0,0,0,96,19,9,0,1,../qqqq.twt
124,0,126,0,0,0,0,1,0,0,0,5,0,1,0,126,28,7,0,2,../qqqq.twt
55,0,55,0,0,0,0,1,0,0,0,3,0,0,0,55,8,3,0,1,../qqqq.twt
76,1,74,0,0,0,0,1,0,0,0,4,1,1,0,76,15,3,0,2,../qqqq.twt
135,0,130,0,0,0,0,1,0,0,0,3,0,1,1,134,28,7,0,2,../qqqq.twt
169,1,169,0,1,0,0,1,0,0,0,8,1,1,0,163,32,6,0,3,../qqqq.twt
77,0,77,0,0,0,0,1,0,0,0,4,0,1,0,77,14,6,0,1,../qqqq.twt
56,0,56,0,0,0,0,1,0,0,0,2,0,0,0,56,10,2,0,2,../qqqq.twt
153,0,149,0,0,0,0,0,0,0,1,5,1,3,0,154,31,6,0,3,../qqqq.twt
101,0,103,0,0,0,0,1,0,0,0,3,0,1,0,101,20,9,0,1,../qqqq.twt
235,0,241,3,0,0,1,1,0,0,1,5,0,1,0,241,53,13,0,2,../qqqq.twt
116,0,114,0,0,0,0,1,0,0,1,3,0,0,0,116,24,11,0,1,../qqqq.twt
123,0,125,0,0,0,0,1,1,0,0,7,1,1,0,123,23,6,0,2,../qqqq.twt
83,0,87,0,0,0,0,0,0,0,1,3,0,0,0,87,16,4,0,2,../qqqq.twt
26,0,26,0,0,0,0,1,0,0,0,1,0,0,0,26,3,1,0,1,../qqqq.twt
96,0,97,0,0,0,0,1,0,0,0,4,0,1,0,100,20,10,0,1,../qqqq.twt
115,0,119,0,0,0,0,1,0,0,0,3,0,0,0,119,24,6,0,2,../qqqq.twt
64,0,66,0,0,0,0,1,0,0,0,4,0,0,0,65,12,5,0,1,../qqqq.twt
94,0,96,0,0,0,0,1,0,0,0,2,0,0,0,98,19,5,0,2,../qqqq.twt
147,1,153,0,0,0,0,1,0,0,0,12,0,1,0,149,33,16,0,1,../qqqq.twt
167,0,165,1,1,0,0,1,0,0,0,9,0,1,0,164,38,18,0,1,../qqqq.twt
114,0,113,0,0,0,0,1,0,0,0,3,0,2,0,114,22,6,0,2,../qqqq.twt
79,0,79,0,0,0,0,1,0,0,0,6,0,0,0,79,15,3,0,2,../qqqq.twt
128,0,128,0,0,0,0,1,0,0,0,6,0,0,0,130,22,11,0,1,../qqqq.twt
86,0,84,0,0,0,0,0,0,0,0,3,0,0,0,87,16,5,0,2,../qqqq.twt
30,0,32,0,0,0,0,1,0,0,0,1,0,0,0,32,5,2,0,1,../qqqq.twt
166,0,167,0,0,0,0,1,0,0,1,9,0,0,0,167,27,3,0,4,../qqqq.twt
34,0,34,0,0,0,0,1,0,0,0,2,0,0,0,34,5,2,0,1,../qqqq.twt
130,0,129,0,0,0,1,1,0,0,0,3,0,3,0,129,27,7,0,2,../qqqq.twt
136,0,138,0,0,0,0,1,0,0,0,5,0,3,0,138,28,13,0,1,../qqqq.twt
249,0,259,1,0,0,0,2,0,0,3,9,1,2,0,259,48,7,0,4,../qqqq.twt
115,0,117,0,0,0,0,2,0,0,0,4,0,0,0,117,21,6,0,2,../qqqq.twt
59,0,61,0,0,0,0,1,0,0,0,4,0,0,0,61,11,5,0,1,../qqqq.twt
115,0,113,0,0,0,0,1,0,0,0,5,0,0,0,115,23,11,0,1,../qqqq.twt
127,0,125,0,0,0,0,1,0,0,0,6,0,1,0,125,27,7,0,2,../qqqq.twt
67,0,69,0,0,0,0,1,0,0,0,4,0,0,0,69,12,3,0,2,../qqqq.twt
33,0,35,0,0,0,0,0,0,0,0,1,0,0,0,35,5,2,0,1,../qqqq.twt
67,0,67,1,0,0,1,1,0,0,1,2,0,2,0,67,15,4,0,2,../qqqq.twt
79,0,79,0,0,0,0,1,0,0,0,5,0,0,0,79,16,8,0,1,../qqqq.twt
70,0,69,0,1,0,0,1,0,0,1,2,0,0,0,72,13,3,0,2,../qqqq.twt
162,1,159,1,0,1,0,0,0,0,0,4,0,1,0,165,30,8,0,2,../qqqq.twt
133,0,135,0,0,0,0,2,0,0,0,6,0,0,0,137,20,5,0,2,../qqqq.twt
125,1,125,1,0,0,0,1,0,0,0,5,0,2,0,125,28,13,0,1,../qqqq.twt
85,0,84,0,0,0,0,1,0,0,1,2,0,2,0,86,18,4,0,2,../qqqq.twt
176,0,179,0,0,0,0,2,0,0,1,9,0,0,0,179,33,8,0,2,../qqqq.twt
87,0,87,0,0,0,0,1,0,0,0,4,0,0,0,89,17,8,0,1,../qqqq.twt
258,0,260,0,1,0,0,2,0,0,1,5,0,3,0,261,54,15,0,2,../qqqq.twt
137,0,137,0,0,0,0,1,0,0,0,5,1,1,0,137,27,5,0,3,../qqqq.twt
69,0,67,0,0,0,0,1,0,0,0,2,0,2,0,69,13,3,0,2,../qqqq.twt
175,0,179,0,0,0,0,1,0,0,1,9,2,1,0,178,31,8,0,2,../qqqq.twt
127,0,129,0,0,0,0,1,0,0,0,3,0,1,0,129,27,13,0,1,../qqqq.twt
112,0,116,0,0,0,0,1,0,0,0,5,1,0,0,116,22,5,0,2,../qqqq.twt
48,0,48,0,0,0,0,1,0,0,0,2,0,0,0,48,7,3,0,1,../qqqq.twt
72,0,72,0,0,0,0,1,0,0,0,2,0,0,0,72,14,6,0,1,../qqqq.twt
91,0,93,0,0,0,0,1,0,0,0,3,0,1,0,91,20,9,0,1,../qqqq.twt
78,0,77,0,0,0,0,1,0,0,0,3,0,1,0,80,16,4,0,2,../qqqq.twt
235,1,239,0,0,0,1,1,0,0,2,5,0,3,0,241,50,6,0,5,../qqqq.twt
136,0,136,0,0,0,1,2,0,0,0,8,1,1,0,138,24,7,0,2,../qqqq.twt
207,0,207,0,0,0,0,1,0,0,0,10,0,0,0,211,43,10,0,2,../qqqq.twt
117,0,119,0,0,0,1,1,0,0,0,5,0,1,0,119,26,6,0,2,../qqqq.twt
201,0,211,1,0,0,0,0,0,0,2,6,1,2,0,211,41,8,0,3,../qqqq.twt
171,0,167,0,1,0,0,1,0,0,1,5,0,2,0,173,36,6,0,3,../qqqq.twt
160,0,162,1,2,0,0,1,0,0,0,6,1,2,0,161,32,6,0,3,../qqqq.twt
147,1,148,1,0,0,0,1,0,0,0,4,0,0,0,149,30,6,0,3,../qqqq.twt
110,0,110,0,0,1,0,1,0,0,0,4,0,0,0,112,23,11,0,1,../qqqq.twt
93,1,95,1,0,0,0,1,0,0,1,4,2,0,0,94,18,5,0,2,../qqqq.twt
122,1,127,0,0,0,0,1,0,0,0,7,0,2,0,123,24,6,0,2,../qqqq.twt
113,0,115,0,0,0,0,1,0,0,0,6,0,0,0,115,22,6,0,2,../qqqq.twt
82,0,82,0,0,0,0,1,0,0,0,2,0,1,0,82,16,7,0,1,../qqqq.twt
66,0,66,0,0,0,0,1,0,0,0,2,0,2,0,64,14,6,0,1,../qqqq.twt
101,0,101,0,0,0,0,1,0,0,0,3,0,0,0,102,19,5,0,2,../qqqq.twt
152,0,153,0,0,0,0,1,0,0,1,6,0,1,0,156,28,7,0,2,../qqqq.twt
113,0,113,0,0,0,0,1,0,0,1,5,0,0,0,113,19,4,0,2,../qqqq.twt
121,0,126,0,0,0,0,1,0,0,0,6,0,1,1,128,28,7,0,2,../qqqq.twt
51,0,48,0,0,0,0,1,0,0,1,2,0,0,0,51,8,2,0,2,../qqqq.twt
123,0,127,0,1,0,0,1,0,0,1,5,0,0,0,127,22,5,0,2,../qqqq.twt
67,0,65,0,0,0,0,1,0,0,0,3,0,0,0,66,14,3,0,2,../qqqq.twt
135,0,140,0,0,0,0,1,0,0,0,5,0,2,1,140,31,15,0,1,../qqqq.twt
176,0,176,1,0,0,0,1,0,0,1,6,0,2,0,177,36,6,0,3,../qqqq.twt
95,0,99,0,0,1,0,1,0,0,0,4,0,0,0,99,20,5,0,2,../qqqq.twt
79,0,80,0,0,0,0,2,0,0,0,4,0,1,0,80,15,8,0,1,../qqqq.twt
84,0,82,0,0,0,0,1,0,0,0,5,0,0,0,84,16,7,0,1,../qqqq.twt
127,0,131,0,1,0,0,1,0,0,1,6,1,0,0,131,26,6,0,2,../qqqq.twt
107,0,106,0,1,0,0,2,0,0,0,5,0,0,0,108,19,8,0,1,../qqqq.twt
157,0,158,0,2,0,0,1,0,0,0,5,0,0,0,161,31,15,0,1,../qqqq.twt
128,0,129,0,0,1,0,1,0,0,1,6,0,0,0,129,24,6,0,2,../qqqq.twt
146,0,140,0,0,0,0,0,0,0,1,3,0,2,0,142,28,8,0,2,../qqqq.twt
142,0,143,0,0,0,0,1,0,0,0,9,0,1,1,143,29,8,0,2,../qqqq.twt
4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,1,../qqqq.twt
30,0,30,0,0,0,0,1,0,0,0,1,0,0,0,30,5,2,0,1,../qqqq.twt
133,1,136,0,0,1,0,1,0,0,0,5,0,1,0,134,24,6,0,2,../qqqq.twt
119,0,119,0,0,0,1,1,0,0,0,3,0,2,0,118,24,4,0,3,../qqqq.twt
125,0,129,0,0,0,0,2,0,0,0,6,0,0,0,128,25,11,0,1,../qqqq.twt
79,0,81,0,0,0,0,1,0,0,0,2,0,0,0,81,14,3,0,2,../qqqq.twt
109,0,108,1,0,0,0,2,0,0,0,7,2,0,0,110,22,6,0,2,../qqqq.twt
121,0,120,0,0,0,0,1,0,0,0,3,0,2,0,120,24,12,0,1,../qqqq.twt
236,0,239,0,1,0,0,1,0,0,0,8,0,1,0,239,44,8,0,3,../qqqq.twt
54,0,54,0,0,0,0,1,0,0,0,2,0,0,0,54,7,3,0,1,../qqqq.twt
49,0,49,0,0,0,0,1,0,0,0,2,0,0,0,49,8,3,0,1,../qqqq.twt
167,0,169,0,0,0,1,1,0,0,0,10,1,0,0,168,32,3,0,5,../qqqq.twt
102,0,103,0,0,0,0,1,0,0,0,3,0,1,0,105,18,5,0,2,../qqqq.twt
160,0,158,0,0,0,0,1,0,0,1,6,0,0,0,162,28,5,0,3,../qqqq.twt
120,0,118,1,0,0,0,1,0,0,0,4,0,0,0,120,26,6,0,2,../qqqq.twt
207,0,205,0,0,0,3,1,0,0,0,8,0,1,0,205,39,5,0,4,../qqqq.twt
81,0,83,0,0,0,0,2,0,0,1,4,0,0,0,83,14,3,0,2,../qqqq.twt
93,0,93,0,1,0,0,1,0,0,0,5,0,0,0,93,16,8,0,1,../qqqq.twt
172,1,163,0,0,0,0,1,0,0,0,8,1,0,0,173,34,6,0,3,../qqqq.twt
127,0,129,0,2,0,0,0,0,0,0,1,0,2,1,129,22,3,0,4,../qqqq.twt
4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,1,../qqqq.twt
74,0,75,0,0,0,0,1,0,0,0,2,1,2,0,75,14,4,0,2,../qqqq.twt
165,0,167,0,0,0,0,2,0,0,1,9,1,1,0,167,30,7,0,2,../qqqq.twt
100,2,100,0,0,0,0,1,0,0,0,4,1,0,0,100,20,5,0,2,../qqqq.twt
73,0,73,0,0,1,0,1,0,0,0,3,0,0,0,73,14,3,0,2,../qqqq.twt
259,1,259,1,0,0,0,2,1,0,1,14,0,3,0,258,54,16,0,2,../qqqq.twt
104,1,103,0,0,1,0,1,0,0,0,4,0,0,0,104,20,5,0,2,../qqqq.twt
208,1,207,0,0,1,1,3,0,0,0,8,0,2,0,208,42,8,0,3,../qqqq.twt
51,0,49,0,0,0,0,1,0,0,0,2,0,0,0,51,10,4,0,1,../qqqq.twt
88,0,90,0,0,0,0,1,0,0,0,4,0,0,0,90,14,3,0,2,../qqqq.twt
49,0,49,0,0,0,0,1,0,0,0,3,0,0,0,49,8,3,0,1,../qqqq.twt
31,0,33,0,0,0,0,1,0,0,0,2,0,0,0,33,5,2,0,1,../qqqq.twt
189,0,188,0,0,0,0,1,0,0,2,8,1,0,0,193,37,7,0,3,../qqqq.twt
123,0,120,1,0,0,0,1,0,0,0,4,0,1,0,126,26,13,0,1,../qqqq.twt
132,0,135,1,0,0,0,1,0,0,0,7,1,0,0,135,26,5,0,3,../qqqq.twt
73,0,73,0,0,0,0,0,0,0,1,3,0,0,0,74,17,9,0,1,../qqqq.twt
18,0,18,0,0,0,0,1,0,0,0,1,0,0,0,18,3,1,0,1,../qqqq.twt
78,0,79,0,0,0,0,0,0,0,1,2,0,1,0,77,15,8,0,1,../qqqq.twt
41,0,43,0,0,0,0,1,0,0,0,2,0,0,0,43,7,3,0,1,../qqqq.twt
203,1,199,0,0,0,0,1,0,0,0,9,0,0,0,200,43,23,0,1,../qqqq.twt
74,1,71,0,0,0,0,1,0,0,0,3,0,0,0,74,14,3,0,2,../qqqq.twt
224,0,219,0,0,0,0,1,0,0,0,9,1,2,0,222,45,12,0,2,../qqqq.twt
109,0,115,0,0,0,0,1,0,0,0,7,0,0,0,114,20,5,0,2,../qqqq.twt
115,1,115,0,0,0,0,1,0,0,0,3,0,0,1,114,24,6,0,2,../qqqq.twt
123,0,125,0,0,0,0,1,0,0,0,7,0,1,0,121,24,11,0,1,../qqqq.twt
87,0,89,0,0,0,0,0,0,0,0,6,2,0,0,86,20,5,0,2,../qqqq.twt
29,0,31,0,0,0,0,1,0,0,0,1,0,0,0,31,5,2,0,1,../qqqq.twt
186,0,190,0,0,1,0,1,0,0,0,5,0,0,1,190,34,8,0,2,../qqqq.twt
206,0,208,0,1,0,1,1,0,0,0,5,0,0,0,211,40,7,0,3,../qqqq.twt
63,0,63,0,0,0,0,1,0,0,0,3,1,0,0,63,11,5,0,1,../qqqq.twt
155,1,152,1,0,0,0,1,0,0,0,6,1,2,0,156,35,9,0,2,../qqqq.twt
104,0,108,0,0,0,0,1,0,0,1,8,0,0,0,108,22,4,0,3,../qqqq.twt
169,1,166,0,0,0,0,1,0,0,0,9,0,1,0,167,31,15,0,1,../qqqq.twt
69,1,69,0,0,0,0,1,0,0,0,2,1,0,0,69,12,5,0,1,../qqqq.twt
123,0,124,0,0,0,0,1,0,0,0,3,0,2,0,124,24,6,0,2,../qqqq.twt
73,0,75,0,1,0,0,1,0,0,0,4,0,0,0,75,14,6,0,1,../qqqq.twt
262,0,262,1,0,0,0,1,0,0,0,8,0,1,2,265,60,8,0,4,../qqqq.twt
217,2,219,0,0,0,0,1,0,0,0,3,0,2,0,216,47,12,0,2,../qqqq.twt
242,1,237,0,1,1,0,1,0,0,1,3,1,4,0,243,54,7,0,4,../qqqq.twt
220,0,222,0,1,0,0,1,0,0,0,9,0,3,0,219,43,11,0,2,../qqqq.twt
91,0,91,0,1,0,0,1,0,0,0,5,0,0,0,91,18,8,0,1,../qqqq.twt
152,0,157,0,0,0,0,2,0,0,0,5,0,1,1,159,35,17,0,1,../qqqq.twt
108,0,108,0,0,0,0,1,0,0,0,5,0,0,0,108,16,7,0,1,../qqqq.twt
106,0,110,0,0,0,0,1,0,0,0,6,1,0,0,110,17,3,0,3,../qqqq.twt
81,0,79,0,0,0,0,1,0,0,0,1,0,1,0,81,15,4,0,2,../qqqq.twt
93,0,93,0,0,0,0,1,0,0,0,5,0,1,0,93,18,4,0,2,../qqqq.twt
26,0,26,0,0,0,0,1,0,0,0,1,0,0,0,26,4,1,0,1,../qqqq.twt
41,0,41,0,0,0,0,1,0,0,0,2,0,0,0,40,8,3,0,1,../qqqq.twt
137,0,137,0,0,0,0,2,0,0,0,5,0,1,0,137,27,13,0,1,../qqqq.twt
108,2,111,0,0,0,0,1,0,0,0,5,0,1,0,107,21,10,0,1,../qqqq.twt
134,0,130,0,0,0,0,1,0,0,0,6,0,0,0,134,28,7,0,2,../qqqq.twt
161,0,161,0,0,1,0,1,0,0,0,5,0,1,0,163,32,9,0,2,../qqqq.twt
68,0,69,0,0,0,0,1,0,0,0,4,0,1,0,68,13,6,0,1,../qqqq.twt
45,0,47,0,0,0,0,1,0,0,0,1,0,1,0,45,7,3,0,1,../qqqq.twt
118,0,118,0,0,0,0,1,0,0,0,3,0,1,0,118,23,11,0,1,../qqqq.twt
55,1,55,0,0,0,0,1,0,0,0,3,0,0,0,55,8,3,0,1,../qqqq.twt
95,0,96,0,0,0,1,1,0,0,0,6,0,0,0,96,19,5,0,2,../qqqq.twt
124,0,126,0,0,0,0,1,0,0,0,3,1,3,0,126,24,4,0,3,../qqqq.twt
251,0,254,0,2,0,1,1,0,0,1,6,0,4,1,249,51,6,0,5,../qqqq.twt
193,0,189,0,1,0,0,1,0,0,0,7,0,0,0,196,36,9,0,2,../qqqq.twt
133,1,136,1,0,0,0,1,0,0,0,7,0,0,0,135,26,6,0,2,../qqqq.twt
109,0,112,0,0,0,0,2,0,0,0,4,0,0,0,111,23,11,0,1,../qqqq.twt
179,0,176,0,0,0,0,1,0,0,0,5,0,1,0,179,39,20,0,1,../qqqq.twt
102,0,104,0,0,0,0,1,0,0,0,6,0,0,0,102,20,5,0,2,../qqqq.twt
80,0,83,0,1,0,0,1,0,0,0,4,0,0,0,83,15,7,0,1,../qqqq.twt
104,0,106,0,0,0,0,1,0,0,0,5,0,0,0,106,20,5,0,2,../qqqq.twt
